370235313,2016-07-04 14:03:02.442000000
315823103,2016-07-04 14:03:02.442000000
370235313,2016-07-04 15:41:32.956000000
370235313,2016-07-04 15:45:32.959000000
370235313,2016-07-04 15:47:32.959000000
370235313,2016-07-04 15:49:32.959000000
370235313,2016-07-04 15:51:32.959000000
370235313,2016-07-04 15:53:32.959000000
370235313,2016-07-04 16:01:32.964000000
370235313,2016-07-04 16:03:32.965000000
370235313,2016-07-04 16:05:32.967000000
370235313,2016-07-04 16:07:32.968000000
315823103,2016-07-04 16:07:32.968000000
370235313,2016-07-04 16:09:32.970000000
370235313,2016-07-04 16:11:32.972000000
370235313,2016-07-04 16:17:32.975000000
370235313,2016-07-04 16:23:32.978000000
465995181,2016-07-04 16:25:32.979000000
370235313,2016-07-04 16:25:32.979000000
281291819,2016-07-04 16:25:32.979000000
370235313,2016-07-04 16:36:22.190000000
370235313,2016-07-04 16:38:22.190000000
370235313,2016-07-04 16:40:22.190000000
370235313,2016-07-04 16:42:22.191000000
370235313,2016-07-04 16:44:22.193000000
370235313,2016-07-04 16:46:22.193000000
370235313,2016-07-04 16:48:22.194000000
228815358,2016-07-04 16:50:22.195000000
370235313,2016-07-04 16:50:22.195000000
370235313,2016-07-04 16:52:22.195000000
370235313,2016-07-04 16:54:22.195000000
370235313,2016-07-04 17:00:22.199000000
370235313,2016-07-04 17:08:22.202000000
370235313,2016-07-04 17:10:22.203000000
370235313,2016-07-04 17:28:32.964000000
370235313,2016-07-04 17:32:32.966000000
370235313,2016-07-04 17:34:32.968000000
370235313,2016-07-04 17:36:32.970000000
370235313,2016-07-04 17:38:32.971000000
840665474,2016-07-04 17:40:32.971000000
370235313,2016-07-04 17:40:32.971000000
370235313,2016-07-04 19:09:31.250000000
370235313,2016-07-04 20:35:56.708000000
370235313,2016-07-04 20:37:56.708000000
370235313,2016-07-04 20:39:56.709000000
370235313,2016-07-04 21:16:16.786000000
370235313,2016-07-04 21:32:20.990000000
370235313,2016-07-04 21:38:20.992000000
370235313,2016-07-04 21:40:20.992000000
370235313,2016-07-04 21:54:21.000000000
370235313,2016-07-04 21:58:21.001000000
370235313,2016-07-04 22:00:21.003000000
370235313,2016-07-04 22:02:21.004000000
370235313,2016-07-04 22:04:24.313000000
370235313,2016-07-04 22:10:28.614000000
370235313,2016-07-04 22:54:52.905000000
370235313,2016-07-04 22:56:52.907000000
